employee_id,review_cycle,review_date,performance_rating_recorded,performance_rating_std,scale_type,potential_rating,promotion_ready_flag,manager_id,job_level,country,department,business_unit
160,2018,2018-11-20,4,Exceeds Expectations,numeric,High,false,162,IC2,BR,Sales,Retail
162,2018,2018-11-20,4,Exceeds Expectations,numeric,High,false,721,IC5,BR,Sales,Retail
165,2018,2018-11-20,3,Meets Expectations,numeric,Low,false,252,IC2,BR,Customer Operations,Customer
166,2018,2018-11-20,4,Exceeds Expectations,numeric,High,false,517,IC2,BR,Distribution Centers,Supply Chain
171,2018,2018-11-20,2,Developing,numeric,Low,false,673,M2,BR,Customer Service,Customer
172,2018,2018-11-20,2,Developing,numeric,Low,false,420,IC2,BR,Digital Marketing,Digital
174,2018,2018-11-20,1,Below Expectations,numeric,High,false,34,IC2,BR,Regional Operations,Retail
175,2018,2018-11-20,2,Developing,numeric,Medium,false,286,IC2,BR,Procurement,Corporate
177,2018,2018-11-20,2,Developing,numeric,High,false,528,IC5,BR,UX,Digital
179,2018,2018-11-20,4,Exceeds Expectations,numeric,Medium,true,9,IC1,BR,Planning,Supply Chain
181,2018,2018-11-20,3,Meets Expectations,numeric,High,true,700,M2,BR,Visual Merchandising,Retail
182,2018,2018-11-20,2,Developing,numeric,Low,false,77,IC1,BR,Store Operations,Retail
183,2018,2018-11-20,3,Meets Expectations,numeric,High,true,327,IC4,BR,People,Corporate
186,2018,2018-11-20,3,Meets Expectations,numeric,High,false,26,IC1,BR,Sales,Retail
187,2018,2018-11-20,3,Meets Expectations,numeric,Medium,true,121,M2,BR,Sales,Retail
188,2018,2018-11-20,2,Developing,numeric,Medium,true,276,IC1,BR,Logistics,Supply Chain
189,2018,2018-11-20,3,Meets Expectations,numeric,Medium,false,171,IC2,BR,Customer Service,Customer
191,2018,2018-11-20,4,Exceeds Expectations,numeric,Medium,false,326,IC1,BR,Sales,Retail
193,2018,2018-11-20,3,Meets Expectations,numeric,Low,false,261,M1,BR,Strategy,Corporate
194,2018,2018-11-20,3,Meets Expectations,numeric,Medium,false,281,M1,BR,UX,Digital
195,2018,2018-11-20,4,Exceeds Expectations,numeric,Medium,false,47,IC1,BR,Procurement,Corporate
196,2018,2018-11-20,2,Developing,numeric,High,true,321,M3,BR,Legal,Corporate
200,2018,2018-11-20,3,Meets Expectations,numeric,High,false,586,IC2,BR,Visual Merchandising,Retail
203,2018,2018-11-20,5,Outstanding,numeric,Low,false,32,IC1,BR,Visual Merchandising,Retail
205,2018,2018-11-20,4,Exceeds Expectations,numeric,Low,false,493,IC4,BR,Visual Merchandising,Retail
206,2018,2018-11-20,3,Meets Expectations,numeric,High,false,277,IC1,BR,Logistics,Supply Chain
207,2018,2018-11-20,3,Meets Expectations,numeric,Low,false,436,IC1,BR,Visual Merchandising,Retail
208,2018,2018-11-20,3,Meets Expectations,numeric,Medium,false,212,M2,BR,Regional Operations,Retail
210,2018,2018-11-20,3,Meets Expectations,numeric,Low,false,8,M2,BR,Engineering,Digital
212,2018,2018-11-20,2,Developing,numeric,High,false,62,M5,BR,Visual Merchandising,Retail
214,2018,2018-11-20,3,Meets Expectations,numeric,Medium,true,657,IC1,BR,Engineering,Digital
215,2018,2018-11-20,3,Meets Expectations,numeric,Medium,false,138,IC2,BR,Procurement,Corporate
217,2018,2018-11-20,2,Developing,numeric,Medium,false,142,IC1,BR,Visual Merchandising,Retail
218,2018,2018-11-20,4,Exceeds Expectations,numeric,Low,false,193,IC4,BR,Strategy,Corporate
220,2018,2018-11-20,3,Meets Expectations,numeric,Low,false,282,IC1,BR,Regional Operations,Retail
223,2018,2018-11-20,3,Meets Expectations,numeric,High,false,294,IC2,BR,Visual Merchandising,Retail
224,2018,2018-11-20,3,Meets Expectations,numeric,Medium,false,294,IC2,BR,Visual Merchandising,Retail
227,2018,2018-11-20,3,Meets Expectations,numeric,Low,false,92,IC3,BR,Data & Analytics,Corporate
229,2018,2018-11-20,5,Outstanding,numeric,Low,false,174,IC1,BR,Regional Operations,Retail
232,2018,2018-11-20,4,Exceeds Expectations,numeric,Low,false,92,IC3,BR,Data & Analytics,Corporate
238,2018,2018-11-20,3,Meets Expectations,numeric,Medium,true,273,IC2,BR,Visual Merchandising,Retail
241,2018,2018-11-20,1,Below Expectations,numeric,High,true,165,IC1,BR,Customer Operations,Customer
242,2018,2018-11-20,4,Exceeds Expectations,numeric,Low,false,171,IC2,BR,Customer Service,Customer
243,2018,2018-11-20,5,Outstanding,numeric,Medium,false,171,IC3,BR,Customer Service,Customer
244,2018,2018-11-20,3,Meets Expectations,numeric,Medium,false,172,IC1,BR,Digital Marketing,Digital
245,2018,2018-11-20,3,Meets Expectations,numeric,High,false,787,IC2,BR,E-commerce,Digital
246,2018,2018-11-20,3,Meets Expectations,numeric,Medium,false,10,M2,BR,Planning,Supply Chain
248,2018,2018-11-20,3,Meets Expectations,numeric,Low,false,261,IC2,BR,Risk,Corporate
251,2018,2018-11-20,3,Meets Expectations,numeric,Medium,false,34,IC2,BR,Regional Operations,Retail
252,2018,2018-11-20,4,Exceeds Expectations,numeric,Low,false,264,M1,BR,Visual Merchandising,Retail
254,2018,2018-11-20,2,Developing,numeric,Medium,true,60,IC3,BR,Finance,Corporate
258,2018,2018-11-20,3,Meets Expectations,numeric,Medium,false,316,IC1,BR,Store Operations,Retail
261,2018,2018-11-20,2,Developing,numeric,High,false,321,M2,BR,Risk,Corporate
262,2018,2018-11-20,2,Developing,numeric,Low,false,21,IC1,BR,Store Operations,Retail
263,2018,2018-11-20,3,Meets Expectations,numeric,High,false,288,IC1,BR,Customer Operations,Customer
264,2018,2018-11-20,3,Meets Expectations,numeric,Medium,false,700,M2,BR,Visual Merchandising,Retail
270,2018,2018-11-20,3,Meets Expectations,numeric,High,true,273,IC2,BR,Visual Merchandising,Retail
272,2018,2018-11-20,2,Developing,numeric,High,false,479,IC1,BR,Visual Merchandising,Retail
273,2018,2018-11-20,3,Meets Expectations,numeric,Medium,false,493,IC3,BR,Visual Merchandising,Retail
274,2018,2018-11-20,3,Meets Expectations,numeric,Medium,false,115,IC1,BR,Regional Operations,Retail
275,2018,2018-11-20,3,Meets Expectations,numeric,High,false,100,IC1,BR,Finance,Corporate
276,2018,2018-11-20,4,Exceeds Expectations,numeric,Low,false,162,IC2,BR,Logistics,Supply Chain
277,2018,2018-11-20,3,Meets Expectations,numeric,Low,true,162,IC2,BR,Logistics,Supply Chain
278,2018,2018-11-20,2,Developing,numeric,High,false,327,IC3,BR,People,Corporate
279,2018,2018-11-20,3,Meets Expectations,numeric,Medium,false,142,IC1,BR,Visual Merchandising,Retail
280,2018,2018-11-20,4,Exceeds Expectations,numeric,High,false,467,IC3,BR,Store Operations,Retail
281,2018,2018-11-20,3,Meets Expectations,numeric,Medium,true,121,M2,BR,E-commerce,Digital
282,2018,2018-11-20,3,Meets Expectations,numeric,Low,false,34,IC2,BR,Regional Operations,Retail
283,2018,2018-11-20,5,Outstanding,numeric,Low,true,86,IC3,BR,Engineering,Digital
285,2018,2018-11-20,2,Developing,numeric,Low,false,566,IC3,BR,Digital Marketing,Digital
286,2018,2018-11-20,3,Meets Expectations,numeric,Medium,true,187,IC4,BR,Procurement,Corporate
288,2018,2018-11-20,3,Meets Expectations,numeric,Low,false,252,IC2,BR,Customer Operations,Customer
290,2018,2018-11-20,4,Exceeds Expectations,numeric,Low,false,333,IC1,BR,Sales,Retail
292,2018,2018-11-20,3,Meets Expectations,numeric,High,false,121,M2,BR,Sales,Retail
294,2018,2018-11-20,3,Meets Expectations,numeric,Low,false,181,IC3,BR,Visual Merchandising,Retail
295,2018,2018-11-20,3,Meets Expectations,numeric,Low,false,10,M1,BR,Procurement,Supply Chain
297,2018,2018-11-20,3,Meets Expectations,numeric,Medium,false,295,IC4,BR,Procurement,Supply Chain
298,2018,2018-11-20,3,Meets Expectations,numeric,Medium,true,327,IC3,BR,People,Corporate
301,2018,2018-11-20,1,Below Expectations,numeric,Low,false,90,IC1,BR,Customer Experience,Customer
302,2018,2018-11-20,4,Exceeds Expectations,numeric,Low,false,319,IC2,BR,Procurement,Supply Chain
303,2018,2018-11-20,3,Meets Expectations,numeric,High,false,10,M2,BR,Logistics,Supply Chain
305,2018,2018-11-20,3,Meets Expectations,numeric,Medium,false,335,IC3,BR,Planning,Supply Chain
307,2018,2018-11-20,3,Meets Expectations,numeric,Low,true,700,M2,BR,Visual Merchandising,Retail
308,2018,2018-11-20,3,Meets Expectations,numeric,High,false,748,IC4,BR,Legal,Corporate
309,2018,2018-11-20,1,Below Expectations,numeric,Low,false,62,M5,BR,People,Corporate
310,2018,2018-11-20,3,Meets Expectations,numeric,Low,false,70,M1,BR,Customer Service,Customer
312,2018,2018-11-20,2,Developing,numeric,Medium,false,24,IC1,BR,Sales,Retail
313,2018,2018-11-20,3,Meets Expectations,numeric,High,false,47,IC2,BR,Procurement,Corporate
315,2018,2018-11-20,1,Below Expectations,numeric,High,false,28,IC1,CL,Logistics,Supply Chain
316,2018,2018-11-20,3,Meets Expectations,numeric,Low,false,467,IC4,BR,Store Operations,Retail
319,2018,2018-11-20,3,Meets Expectations,numeric,Low,false,297,IC3,BR,Procurement,Supply Chain
320,2018,2018-11-20,3,Meets Expectations,numeric,Medium,true,90,IC1,BR,Customer Experience,Customer
321,2018,2018-11-20,3,Meets Expectations,numeric,Low,false,309,M4,BR,Marketing,Corporate
322,2018,2018-11-20,2,Developing,numeric,High,false,280,IC1,BR,Store Operations,Retail
323,2018,2018-11-20,3,Meets Expectations,numeric,Low,false,165,IC1,BR,Customer Operations,Customer
324,2018,2018-11-20,2,Developing,numeric,Medium,false,254,IC2,BR,Finance,Corporate
326,2018,2018-11-20,4,Exceeds Expectations,numeric,Medium,false,162,IC2,BR,Sales,Retail
327,2018,2018-11-20,3,Meets Expectations,numeric,High,false,307,M1,BR,People,Corporate
328,2018,2018-11-20,3,Meets Expectations,numeric,High,false,115,IC1,BR,UX,Digital
330,2018,2018-11-20,3,Meets Expectations,numeric,Low,false,277,IC1,BR,Logistics,Supply Chain
331,2018,2018-11-20,5,Outstanding,numeric,Low,false,302,IC1,BR,Procurement,Supply Chain
333,2018,2018-11-20,3,Meets Expectations,numeric,High,false,29,IC2,BR,Sales,Retail
335,2018,2018-11-20,3,Meets Expectations,numeric,High,false,246,M1,BR,Planning,Supply Chain
337,2018,2018-11-20,2,Developing,numeric,Medium,false,344,IC1,AR,Customer Service,Customer
341,2018,2018-11-20,3,Meets Expectations,numeric,Medium,false,8,M1,AR,Sales,Retail
342,2018,2018-11-20,3,Meets Expectations,numeric,Medium,false,288,IC1,BR,Customer Operations,Customer
343,2018,2018-11-20,3,Meets Expectations,numeric,Low,false,261,M1,AR,Sales,Retail
344,2018,2018-11-20,3,Meets Expectations,numeric,Low,false,541,IC2,AR,Planning,Supply Chain
346,2018,2018-11-20,4,Exceeds Expectations,numeric,Medium,false,379,IC1,AR,Sales,Retail
347,2018,2018-11-20,4,Exceeds Expectations,numeric,Low,false,401,IC1,AR,Customer Service,Customer
349,2018,2018-11-20,3,Meets Expectations,numeric,Medium,false,506,IC1,AR,Regional Operations,Retail
352,2018,2018-11-20,3,Meets Expectations,numeric,High,false,341,IC4,AR,Marketing,Corporate
355,2018,2018-11-20,2,Developing,numeric,Medium,false,541,IC2,AR,Planning,Supply Chain
357,2018,2018-11-20,3,Meets Expectations,numeric,Medium,false,416,IC3,AR,Distribution Centers,Supply Chain
363,2018,2018-11-20,4,Exceeds Expectations,numeric,Medium,false,307,M1,AR,Visual Merchandising,Retail
365,2018,2018-11-20,3,Meets Expectations,numeric,Low,false,363,IC3,AR,Visual Merchandising,Retail
366,2018,2018-11-20,5,Outstanding,numeric,Medium,false,379,IC1,AR,Sales,Retail
368,2018,2018-11-20,4,Exceeds Expectations,numeric,Medium,true,357,IC2,AR,Logistics,Supply Chain
373,2018,2018-11-20,3,Meets Expectations,numeric,Low,false,541,IC2,AR,Planning,Supply Chain
375,2018,2018-11-20,3,Meets Expectations,numeric,Low,false,416,IC3,AR,Store Operations,Retail
378,2018,2018-11-20,2,Developing,numeric,Low,false,506,IC1,AR,Regional Operations,Retail
379,2018,2018-11-20,4,Exceeds Expectations,numeric,Low,false,341,IC3,AR,Sales,Retail
380,2018,2018-11-20,3,Meets Expectations,numeric,High,false,375,IC1,AR,Store Operations,Retail
384,2018,2018-11-20,5,Outstanding,numeric,High,false,227,IC2,BR,Data & Analytics,Corporate
386,2018,2018-11-20,3,Meets Expectations,numeric,High,false,11,IC1,BR,Visual Merchandising,Retail
391,2018,2018-11-20,2,Developing,numeric,Low,false,162,IC2,BR,Sales,Retail
392,2018,2018-11-20,1,Below Expectations,numeric,Medium,false,248,IC1,BR,Risk,Corporate
395,2018,2018-11-20,2,Developing,numeric,Low,false,34,IC2,BR,Regional Operations,Retail
399,2018,2018-11-20,3,Meets Expectations,numeric,High,true,630,IC2,BR,Sales,Retail
401,2018,2018-11-20,3,Meets Expectations,numeric,Medium,false,541,IC2,AR,Planning,Supply Chain
403,2018,2018-11-20,3,Meets Expectations,numeric,Low,true,196,IC3,BR,Legal,Corporate
404,2018,2018-11-20,4,Exceeds Expectations,numeric,Medium,false,482,IC4,BR,Product,Digital
405,2018,2018-11-20,3,Meets Expectations,numeric,Medium,false,302,IC1,BR,Procurement,Supply Chain
406,2018,2018-11-20,3,Meets Expectations,numeric,High,false,34,IC4,BR,Regional Operations,Retail
411,2018,2018-11-20,4,Exceeds Expectations,numeric,High,false,90,IC1,BR,Customer Experience,Customer
414,2018,2018-11-20,4,Exceeds Expectations,numeric,Medium,false,78,IC1,BR,Visual Merchandising,Retail
416,2018,2018-11-20,3,Meets Expectations,numeric,Low,false,70,IC5,BR,Engineering,Digital
420,2018,2018-11-20,4,Exceeds Expectations,numeric,High,false,8,IC3,BR,Digital Marketing,Digital
422,2018,2018-11-20,3,Meets Expectations,numeric,Low,false,224,IC1,BR,Visual Merchandising,Retail
423,2018,2018-11-20,3,Meets Expectations,numeric,Medium,false,391,IC1,BR,Customer Service,Customer
425,2018,2018-11-20,4,Exceeds Expectations,numeric,Medium,false,9,IC1,BR,Planning,Supply Chain
430,2018,2018-11-20,4,Exceeds Expectations,numeric,Medium,false,319,IC2,BR,Procurement,Supply Chain
433,2018,2018-11-20,2,Developing,numeric,Low,false,303,M1,BR,Customer Experience,Customer
436,2018,2018-11-20,3,Meets Expectations,numeric,Medium,false,294,IC2,BR,Visual Merchandising,Retail
438,2018,2018-11-20,3,Meets Expectations,numeric,Medium,false,281,M2,AR,Visual Merchandising,Retail
440,2018,2018-11-20,4,Exceeds Expectations,numeric,Medium,false,321,M2,BR,Marketing,Corporate
441,2018,2018-11-20,3,Meets Expectations,numeric,Low,false,406,IC3,BR,Legal,Corporate
444,2018,2018-11-20,5,Outstanding,numeric,Low,false,29,IC4,BR,Strategy,Corporate
447,2018,2018-11-20,3,Meets Expectations,numeric,Low,false,183,IC2,BR,People,Corporate
448,2018,2018-11-20,4,Exceeds Expectations,numeric,Low,false,252,IC3,BR,Customer Operations,Customer
452,2018,2018-11-20,3,Meets Expectations,numeric,High,false,672,IC2,AR,Planning,Supply Chain
458,2018,2018-11-20,3,Meets Expectations,numeric,Medium,true,21,IC1,BR,Store Operations,Retail
461,2018,2018-11-20,1,Below Expectations,numeric,Medium,false,243,IC2,BR,Customer Service,Customer
464,2018,2018-11-20,3,Meets Expectations,numeric,High,false,403,IC2,BR,Legal,Corporate
466,2018,2018-11-20,3,Meets Expectations,numeric,Medium,false,34,IC2,BR,Regional Operations,Retail
467,2018,2018-11-20,3,Meets Expectations,numeric,High,true,65,M1,BR,Store Operations,Retail
468,2018,2018-11-20,3,Meets Expectations,numeric,High,false,843,IC1,BR,Planning,Supply Chain
469,2018,2018-11-20,1,Below Expectations,numeric,Low,true,77,IC1,BR,Store Operations,Retail
473,2018,2018-11-20,3,Meets Expectations,numeric,Low,false,162,IC2,BR,Sales,Retail
474,2018,2018-11-20,3,Meets Expectations,numeric,High,false,335,IC3,BR,Planning,Supply Chain
475,2018,2018-11-20,3,Meets Expectations,numeric,High,true,324,IC1,BR,Finance,Corporate
476,2018,2018-11-20,1,Below Expectations,numeric,High,false,473,IC1,BR,Sales,Retail
477,2018,2018-11-20,3,Meets Expectations,numeric,Low,false,406,IC3,BR,Regional Operations,Retail
479,2018,2018-11-20,4,Exceeds Expectations,numeric,Low,false,273,IC2,BR,Visual Merchandising,Retail
482,2018,2018-11-20,3,Meets Expectations,numeric,Medium,false,687,M2,BR,Product,Digital
484,2018,2018-11-20,3,Meets Expectations,numeric,Medium,false,270,IC1,BR,Visual Merchandising,Retail
